Gender,Source,PriceXQuantity,age_group
Female,FaceBook campaign,315,18-22
Female,SEM,1345,18-22
Male,SEM,1455,43-47
Male,Instagram Campign,98,43-47
Female,Instagram Campign,440,28-32
Male,Instagram Campign,938,38-42
Male,SEM,332,38-42
Male,SEM,528,33-37
Female,FaceBook campaign,342,48-52
Male,SEM,264,48-52
Male,SEM,969,48-52
Male,Instagram Campign,2380,33-37
Male,SEM,94,33-37
Female,Instagram Campign,951,28-32
Male,Instagram Campign,728,33-37
Male,SEM,873,33-37
Male,Instagram Campign,723,43-47
Male,FaceBook campaign,1865,38-42
Male,FaceBook campaign,876,48-52
Male,FaceBook campaign,260,48-52
Male,SEM,630,58-62
Male,Organic Search,915,58-62
Female,Instagram Campign,1688,43-47
Female,FaceBook campaign,1990,43-47
Male,Instagram Campign,88,33-37
Male,Instagram Campign,566,33-37
Male,SEM,995,33-37
Male,SEM,528,33-37
Female,FaceBook campaign,56,48-52
Male,FaceBook campaign,860,53-57
Male,SEM,332,28-32
Male,FaceBook campaign,136,28-32
Male,Instagram Campign,238,28-32
Male,SEM,1000,28-32
Male,Instagram Campign,265,58-62
Male,SEM,2370,58-62
Male,SEM,107,43-47
Male,FaceBook campaign,312,43-47
Male,Instagram Campign,1252,43-47
Female,Instagram Campign,998,38-42
Female,Instagram Campign,1985,28-32
Male,Instagram Campign,1257,43-47
Male,Instagram Campign,132,23-27
Male,Instagram Campign,516,48-52
Female,Organic Search,978,63+
Male,Instagram Campign,234,53-57
Male,FaceBook campaign,50,63+
Male,FaceBook campaign,1270,63+
Female,Instagram Campign,165,33-37
Female,SEM,777,33-37
Female,Organic Search,486,58-62
Female,Organic Search,1972,58-62
Female,Instagram Campign,111,58-62
Male,SEM,970,48-52
Male,SEM,338,48-52
Male,SEM,588,48-52
Male,Instagram Campign,1314,23-27
Male,SEM,1353,23-27
Male,SEM,63,48-52
Male,FaceBook campaign,915,48-52
Male,Instagram Campign,828,48-52
Male,SEM,366,63+
Female,Instagram Campign,966,28-32
Female,Instagram Campign,2410,28-32
Female,FaceBook campaign,886,53-57
Female,FaceBook campaign,249,53-57
Female,SEM,872,53-57
Female,FaceBook campaign,252,48-52
Female,SEM,334,48-52
Female,Instagram Campign,1168,63+
Female,Organic Search,1225,53-57
Female,Organic Search,1470,53-57
Male,SEM,288,63+
Male,Instagram Campign,2195,43-47
Male,SEM,777,43-47
Female,SEM,122,58-62
Male,Instagram Campign,224,23-27
Male,Organic Search,2055,48-52
Male,FaceBook campaign,260,48-52
Female,Organic Search,794,63+
Female,Instagram Campign,1080,63+
Male,Instagram Campign,359,53-57
Male,FaceBook campaign,1044,53-57
Male,SEM,2385,53-57
Male,FaceBook campaign,52,58-62
Male,FaceBook campaign,462,28-32
Male,Instagram Campign,750,28-32
Female,Instagram Campign,1808,53-57
Male,SEM,522,48-52
Male,Organic Search,640,63+
Male,FaceBook campaign,1204,63+
Male,SEM,1056,63+
Male,FaceBook campaign,354,53-57
Male,Instagram Campign,903,18-22
Male,FaceBook campaign,1124,18-22
Male,FaceBook campaign,80,18-22
Male,Instagram Campign,201,28-32
Male,SEM,694,28-32
Male,FaceBook campaign,996,28-32
Male,SEM,2125,28-32
Male,Organic Search,1765,38-42
Male,FaceBook campaign,282,28-32
Male,FaceBook campaign,424,18-22
Male,Instagram Campign,464,28-32
Male,Instagram Campign,328,28-32
Male,FaceBook campaign,1835,28-32
Male,FaceBook campaign,1170,28-32
Female,SEM,882,23-27
Female,FaceBook campaign,180,23-27
Female,FaceBook campaign,171,23-27
Female,FaceBook campaign,609,48-52
Male,Organic Search,1912,18-22
Male,SEM,519,18-22
Male,Instagram Campign,606,53-57
Female,FaceBook campaign,240,33-37
Female,Instagram Campign,102,58-62
Female,SEM,1570,58-62
Male,Instagram Campign,1968,63+
Female,Instagram Campign,249,38-42
Male,FaceBook campaign,50,63+
Female,FaceBook campaign,898,58-62
Male,FaceBook campaign,692,23-27
Male,FaceBook campaign,290,43-47
Male,Organic Search,974,43-47
Male,SEM,42,23-27
Female,FaceBook campaign,1062,33-37
Female,Instagram Campign,244,58-62
Female,SEM,291,58-62
Female,SEM,590,58-62
Female,SEM,520,33-37
Female,SEM,88,33-37
Female,SEM,402,43-47
Female,Instagram Campign,145,43-47
Male,FaceBook campaign,716,58-62
Male,SEM,426,58-62
Female,Instagram Campign,412,33-37
Female,FaceBook campaign,470,33-37
Female,FaceBook campaign,1212,33-37
Female,SEM,2280,33-37
Female,Instagram Campign,455,38-42
Female,SEM,1940,38-42
Male,FaceBook campaign,119,18-22
Female,FaceBook campaign,148,33-37
Female,SEM,238,33-37
Female,SEM,2275,33-37
Female,SEM,990,28-32
Female,FaceBook campaign,40,28-32
Female,SEM,325,18-22
Male,Instagram Campign,1497,23-27
Male,FaceBook campaign,315,23-27
Male,Instagram Campign,1446,23-27
Male,Instagram Campign,1595,53-57
Female,Organic Search,1264,23-27
Female,Instagram Campign,190,28-32
Female,SEM,1132,28-32
Male,Organic Search,566,28-32
Female,Instagram Campign,255,28-32
Male,FaceBook campaign,260,23-27
Female,FaceBook campaign,444,63+
Male,Instagram Campign,337,33-37
Male,FaceBook campaign,54,53-57
Male,FaceBook campaign,958,53-57
Male,Instagram Campign,92,53-57
Female,SEM,1332,58-62
Female,SEM,1500,63+
Female,SEM,1254,63+
Female,SEM,175,23-27
Female,SEM,240,23-27
Female,SEM,120,23-27
Male,SEM,464,28-32
Female,Instagram Campign,447,33-37
Female,FaceBook campaign,1240,38-42
Male,Instagram Campign,655,63+
Male,Instagram Campign,2310,58-62
Male,Instagram Campign,684,38-42
Male,FaceBook campaign,552,38-42
Male,FaceBook campaign,446,38-42
Female,Organic Search,496,38-42
Female,Organic Search,1326,38-42
Female,SEM,549,33-37
Female,Instagram Campign,312,23-27
Female,Instagram Campign,928,23-27
Male,Instagram Campign,748,38-42
Female,FaceBook campaign,660,58-62
Female,Instagram Campign,254,58-62
Male,FaceBook campaign,212,58-62
Male,Instagram Campign,340,58-62
Male,Instagram Campign,924,58-62
Female,SEM,1456,43-47
Female,FaceBook campaign,555,63+
Female,FaceBook campaign,465,63+
Female,FaceBook campaign,344,63+
Female,Instagram Campign,492,38-42
Male,SEM,362,28-32
Male,Instagram Campign,165,28-32
Female,Instagram Campign,891,43-47
Female,Instagram Campign,735,48-52
Male,Organic Search,32,53-57
Female,SEM,455,23-27
Female,SEM,1692,23-27
Female,Instagram Campign,309,23-27
Male,Instagram Campign,1065,58-62
Female,Instagram Campign,44,18-22
Female,SEM,548,23-27
Female,SEM,278,23-27
Female,Instagram Campign,322,23-27
Female,FaceBook campaign,1188,23-27
Female,SEM,306,23-27
Female,FaceBook campaign,130,18-22
Male,FaceBook campaign,251,53-57
Female,SEM,2080,23-27
Female,Instagram Campign,379,23-27
Male,Instagram Campign,101,53-57
Female,FaceBook campaign,437,28-32
Female,Organic Search,1928,28-32
Male,Instagram Campign,998,63+
Male,SEM,141,63+
Male,SEM,1708,33-37
Female,Instagram Campign,1164,28-32
Female,Organic Search,173,28-32
Male,FaceBook campaign,2470,48-52
Male,Instagram Campign,2375,48-52
Male,Instagram Campign,316,48-52
Male,Instagram Campign,1876,48-52
Male,Instagram Campign,288,58-62
Male,FaceBook campaign,1145,38-42
Male,FaceBook campaign,402,38-42
Female,FaceBook campaign,531,23-27
Male,Instagram Campign,952,63+
Male,FaceBook campaign,358,63+
Female,Instagram Campign,510,23-27
Male,SEM,498,38-42
Female,SEM,461,48-52
Female,FaceBook campaign,98,28-32
Female,Instagram Campign,135,53-57
Female,FaceBook campaign,2115,53-57
Female,Instagram Campign,1595,53-57
Male,FaceBook campaign,916,38-42
Male,Instagram Campign,370,43-47
Male,Instagram Campign,1330,63+
Male,Instagram Campign,868,28-32
Female,SEM,28,18-22
Female,SEM,2120,18-22
Male,Instagram Campign,245,23-27
Female,Instagram Campign,105,58-62
Female,FaceBook campaign,333,33-37
Male,SEM,402,58-62
Male,Instagram Campign,810,58-62
Male,Instagram Campign,240,58-62
Male,FaceBook campaign,664,23-27
Male,Instagram Campign,750,23-27
Male,SEM,1200,23-27
Male,Instagram Campign,2085,23-27
Female,Instagram Campign,320,23-27
Male,SEM,153,38-42
Female,Instagram Campign,765,23-27
Female,Instagram Campign,150,23-27
Female,FaceBook campaign,1692,53-57
Male,Instagram Campign,700,53-57
Male,Instagram Campign,920,53-57
Female,Instagram Campign,993,33-37
Male,FaceBook campaign,872,23-27
Male,Instagram Campign,120,48-52
Male,Instagram Campign,84,23-27
Female,Instagram Campign,750,33-37
Male,SEM,804,58-62
Male,Instagram Campign,1764,38-42
Male,Instagram Campign,1000,38-42
Male,FaceBook campaign,402,38-42
Male,SEM,1372,28-32
Female,Instagram Campign,1205,48-52
Male,FaceBook campaign,49,28-32
Male,Instagram Campign,485,28-32
Female,Instagram Campign,106,28-32
Male,Instagram Campign,813,18-22
Male,FaceBook campaign,208,18-22
Female,Instagram Campign,976,58-62
Female,Instagram Campign,1810,38-42
Male,Instagram Campign,2330,43-47
Male,Instagram Campign,235,38-42
Female,Instagram Campign,912,18-22
Female,FaceBook campaign,339,18-22
Female,SEM,456,48-52
Male,Instagram Campign,432,53-57
Male,SEM,1431,43-47
Male,FaceBook campaign,1208,43-47
Male,SEM,17,33-37
Male,Instagram Campign,267,28-32
Male,Instagram Campign,148,28-32
Female,SEM,918,63+
Female,FaceBook campaign,504,63+
Male,Instagram Campign,1255,53-57
Male,Organic Search,1232,18-22
Female,Instagram Campign,1072,53-57
Male,SEM,2250,18-22
Female,FaceBook campaign,1464,43-47
Female,FaceBook campaign,468,43-47
Male,Instagram Campign,1362,48-52
Male,FaceBook campaign,424,48-52
Male,Organic Search,168,28-32
Male,Organic Search,456,28-32
Male,Organic Search,1680,28-32
Male,SEM,66,23-27
Male,SEM,474,23-27
Female,Instagram Campign,1920,48-52
Female,Instagram Campign,372,63+
Female,Instagram Campign,660,28-32
Male,FaceBook campaign,400,28-32
Male,FaceBook campaign,270,28-32
Male,Instagram Campign,1524,53-57
Male,Instagram Campign,260,53-57
Female,FaceBook campaign,1352,33-37
Female,Instagram Campign,768,43-47
Male,Instagram Campign,440,18-22
Female,SEM,112,28-32
Male,FaceBook campaign,132,63+
Female,Instagram Campign,1023,33-37
Female,SEM,52,33-37
Male,Instagram Campign,347,43-47
Male,FaceBook campaign,112,23-27
Male,Instagram Campign,340,23-27
Male,FaceBook campaign,747,23-27
Male,SEM,1290,18-22
Female,Instagram Campign,429,28-32
Female,SEM,326,63+
Female,Instagram Campign,1576,63+
Female,Instagram Campign,417,63+
Female,Instagram Campign,510,63+
Female,Instagram Campign,1392,43-47
Female,FaceBook campaign,775,43-47
Female,Instagram Campign,2400,43-47
Female,FaceBook campaign,2010,18-22
Female,Instagram Campign,408,18-22
Male,FaceBook campaign,2220,33-37
Male,Instagram Campign,669,33-37
Male,FaceBook campaign,1840,23-27
Male,FaceBook campaign,444,23-27
Male,FaceBook campaign,1735,23-27
Male,Instagram Campign,116,18-22
Male,Instagram Campign,1005,18-22
Female,SEM,896,38-42
Male,Instagram Campign,1140,23-27
Male,FaceBook campaign,520,23-27
Male,Instagram Campign,924,18-22
Male,SEM,1990,18-22
Male,Instagram Campign,457,38-42
Female,SEM,142,38-42
Male,FaceBook campaign,1820,33-37
Male,FaceBook campaign,1449,33-37
Female,SEM,656,63+
Female,Instagram Campign,608,63+
Female,Instagram Campign,2190,23-27
Female,FaceBook campaign,477,23-27
Male,Instagram Campign,1131,23-27
Male,SEM,172,23-27
Male,SEM,1197,23-27
Female,FaceBook campaign,944,23-27
Female,FaceBook campaign,681,58-62
Female,Instagram Campign,1047,58-62
Male,Instagram Campign,158,38-42
Female,SEM,870,23-27
Female,SEM,875,43-47
Female,Organic Search,544,43-47
Male,Instagram Campign,1604,43-47
Male,SEM,69,43-47
Male,FaceBook campaign,1446,23-27
Male,Instagram Campign,897,23-27
Male,SEM,466,53-57
Male,SEM,680,23-27
Female,Instagram Campign,534,48-52
Male,Instagram Campign,1515,33-37
Female,Instagram Campign,1389,53-57
Female,FaceBook campaign,960,53-57
Female,Instagram Campign,1340,38-42
Female,Instagram Campign,354,58-62
Male,SEM,2280,53-57
Male,Instagram Campign,2115,28-32
Male,SEM,725,28-32
Male,Instagram Campign,800,28-32
Female,SEM,252,53-57
Male,FaceBook campaign,2165,23-27
Male,SEM,26,23-27
Male,Instagram Campign,1765,23-27
Male,Instagram Campign,274,43-47
Male,SEM,436,43-47
Female,SEM,340,63+
Female,Instagram Campign,544,63+
Female,SEM,36,63+
Female,FaceBook campaign,1565,63+
Female,SEM,1670,63+
Male,Instagram Campign,219,58-62
Male,Instagram Campign,205,58-62
Female,SEM,1920,58-62
Female,Instagram Campign,784,58-62
Female,Instagram Campign,88,58-62
Female,FaceBook campaign,1239,53-57
Male,FaceBook campaign,84,23-27
Female,FaceBook campaign,440,48-52
Male,Instagram Campign,304,43-47
Male,Instagram Campign,264,43-47
Female,SEM,160,33-37
Female,FaceBook campaign,1655,33-37
Female,Instagram Campign,1374,48-52
Female,Instagram Campign,479,48-52
Male,FaceBook campaign,603,53-57
Male,Organic Search,534,28-32
Female,SEM,201,58-62
Female,FaceBook campaign,722,58-62
Female,Instagram Campign,2375,58-62
Female,Organic Search,998,63+
Female,FaceBook campaign,1317,63+
Male,FaceBook campaign,2355,58-62
Male,Organic Search,968,58-62
Male,Instagram Campign,419,58-62
Female,Instagram Campign,272,33-37
Female,Instagram Campign,422,33-37
Female,SEM,76,43-47
Male,Organic Search,732,48-52
Male,FaceBook campaign,844,38-42
Male,SEM,1236,38-42
Female,SEM,520,63+
Female,FaceBook campaign,648,58-62
Female,SEM,76,43-47
Female,SEM,412,43-47
Male,Instagram Campign,1140,23-27
Male,Instagram Campign,648,48-52
Male,Organic Search,812,48-52
Male,Organic Search,87,28-32
Male,FaceBook campaign,568,28-32
Male,Instagram Campign,745,38-42
Male,Organic Search,80,38-42
Male,Organic Search,208,38-42
Female,Organic Search,954,33-37
Female,FaceBook campaign,407,33-37
Female,FaceBook campaign,760,33-37
Female,FaceBook campaign,212,53-57
Male,Organic Search,1185,28-32
Male,Instagram Campign,2390,48-52
Male,Instagram Campign,676,48-52
Male,Instagram Campign,88,48-52
Male,SEM,180,33-37
Male,FaceBook campaign,965,43-47
Male,SEM,998,58-62
Male,Instagram Campign,388,38-42
Female,Organic Search,1268,63+
Male,Organic Search,78,63+
Male,FaceBook campaign,850,48-52
Male,Organic Search,1256,48-52
Male,Organic Search,741,48-52
Male,FaceBook campaign,820,43-47
Female,FaceBook campaign,296,33-37
Male,Organic Search,84,43-47
Male,SEM,478,18-22
Female,Instagram Campign,1116,48-52
Male,SEM,951,48-52
Female,SEM,695,48-52
Female,Organic Search,1604,23-27
Male,Instagram Campign,2205,58-62
Male,FaceBook campaign,148,58-62
Female,Instagram Campign,46,18-22
Female,SEM,1038,18-22
Female,FaceBook campaign,1576,53-57
Male,Organic Search,842,18-22
Female,SEM,332,43-47
Female,SEM,2425,43-47
Male,Organic Search,1188,63+
Male,FaceBook campaign,1620,63+
Male,Organic Search,198,33-37
Male,SEM,136,33-37
Female,FaceBook campaign,526,53-57
Female,Instagram Campign,699,53-57
Female,Organic Search,1488,53-57
Male,Organic Search,948,58-62
Male,Instagram Campign,600,58-62
Male,SEM,1910,58-62
Male,Instagram Campign,730,58-62
Female,Instagram Campign,814,28-32
Female,SEM,1401,28-32
Female,FaceBook campaign,1215,53-57
Female,FaceBook campaign,120,38-42
Female,FaceBook campaign,311,28-32
Male,FaceBook campaign,224,38-42
Female,Organic Search,2490,33-37
Female,Organic Search,1544,58-62
Female,FaceBook campaign,924,58-62
Male,FaceBook campaign,432,53-57
Male,SEM,406,53-57
Male,Instagram Campign,148,28-32
Female,FaceBook campaign,1305,58-62
Female,Instagram Campign,1570,58-62
Female,Instagram Campign,381,58-62
Male,FaceBook campaign,2215,28-32
Female,SEM,1300,53-57
Female,Organic Search,468,53-57
Male,Organic Search,130,53-57
Female,FaceBook campaign,858,53-57
Female,SEM,822,53-57
Female,SEM,1086,53-57
Male,SEM,1524,23-27
Male,FaceBook campaign,290,63+
Male,Instagram Campign,152,63+
Male,Instagram Campign,498,63+
Female,SEM,510,58-62
Male,Instagram Campign,125,58-62
Male,Organic Search,235,58-62
Female,Instagram Campign,978,18-22
Male,SEM,1708,63+
Female,FaceBook campaign,184,33-37
Female,Instagram Campign,785,33-37
Female,SEM,920,33-37
Female,Instagram Campign,291,48-52
Female,Instagram Campign,1145,48-52
Female,Instagram Campign,1088,48-52
Female,SEM,107,48-52
Male,Organic Search,842,63+
Male,Instagram Campign,600,63+
Male,SEM,245,63+
Male,Organic Search,126,63+
Female,Instagram Campign,1444,18-22
Female,SEM,1140,18-22
Male,SEM,135,33-37
Female,SEM,2475,63+
Male,SEM,225,28-32
Male,Instagram Campign,790,28-32
Female,Instagram Campign,360,33-37
Male,Organic Search,975,28-32
Male,Organic Search,790,28-32
Male,FaceBook campaign,352,28-32
Male,Instagram Campign,450,48-52
Male,Instagram Campign,588,48-52
Female,FaceBook campaign,362,18-22
Female,Organic Search,1012,18-22
Male,SEM,312,38-42
Male,Organic Search,980,38-42
Male,SEM,1828,38-42
Male,Instagram Campign,301,38-42
Male,SEM,133,38-42
Male,Organic Search,916,63+
Female,Instagram Campign,1488,38-42
Male,Organic Search,231,63+
Male,FaceBook campaign,756,63+
Female,SEM,171,48-52
Male,Organic Search,496,33-37
Male,SEM,144,33-37
Male,FaceBook campaign,536,33-37
Female,Organic Search,628,58-62
Male,SEM,915,58-62
Male,SEM,498,38-42
Male,Organic Search,2350,38-42
Female,Instagram Campign,2005,33-37
Male,Instagram Campign,157,58-62
Female,SEM,304,58-62
Male,SEM,1245,43-47
Male,Organic Search,658,48-52
Male,Organic Search,1985,63+
Female,SEM,1680,63+
Female,SEM,288,63+
Female,SEM,268,63+
Female,FaceBook campaign,272,63+
Female,FaceBook campaign,1828,23-27
Female,SEM,588,48-52
Female,Organic Search,32,48-52
Female,FaceBook campaign,378,63+
Male,FaceBook campaign,759,18-22
Male,Instagram Campign,549,18-22
Male,SEM,2140,33-37
Male,Instagram Campign,783,33-37
Male,FaceBook campaign,831,63+
Male,SEM,308,63+
Male,Instagram Campign,1928,53-57
Male,Instagram Campign,813,53-57
Male,Instagram Campign,388,23-27
Female,Instagram Campign,97,43-47
Female,Instagram Campign,664,23-27
Female,FaceBook campaign,1384,53-57
Female,FaceBook campaign,2040,53-57
Male,FaceBook campaign,1400,48-52
Male,Organic Search,1985,48-52
Male,Instagram Campign,898,48-52
Male,FaceBook campaign,1804,28-32
Male,Instagram Campign,2050,28-32
Male,Instagram Campign,339,28-32
Male,FaceBook campaign,614,38-42
Male,FaceBook campaign,218,33-37
Male,FaceBook campaign,2040,33-37
Male,SEM,398,18-22
Male,Instagram Campign,481,18-22
Female,FaceBook campaign,303,58-62
Male,FaceBook campaign,2050,48-52
Male,Instagram Campign,316,48-52
Male,Instagram Campign,942,48-52
Male,SEM,1122,48-52
Female,FaceBook campaign,393,58-62
Female,FaceBook campaign,382,18-22
Female,SEM,1732,18-22
Female,SEM,2265,58-62
Female,Instagram Campign,186,58-62
Female,FaceBook campaign,1475,58-62
Female,Organic Search,238,58-62
Female,Instagram Campign,1315,58-62
Male,Organic Search,312,48-52
Male,SEM,295,23-27
Male,Organic Search,1608,28-32
Female,SEM,832,38-42
Male,Organic Search,330,23-27
Male,FaceBook campaign,1448,23-27
Male,Instagram Campign,1479,23-27
Female,Organic Search,366,63+
Female,Instagram Campign,852,63+
Female,Instagram Campign,2415,38-42
Female,Organic Search,728,38-42
Male,Organic Search,738,63+
Male,Organic Search,305,23-27
Female,Instagram Campign,213,48-52
Male,Organic Search,1244,28-32
Male,Instagram Campign,510,58-62
Female,Instagram Campign,474,33-37
Female,SEM,548,33-37
Female,SEM,1340,43-47
Female,Instagram Campign,700,43-47
Male,FaceBook campaign,638,23-27
Male,SEM,55,18-22
Male,Instagram Campign,724,18-22
Male,SEM,891,53-57
Male,SEM,435,53-57
Female,SEM,1408,63+
Female,SEM,904,53-57
Male,Instagram Campign,1060,23-27
Female,Instagram Campign,455,43-47
Male,SEM,1295,23-27
Male,SEM,1255,23-27
Female,FaceBook campaign,237,33-37
Female,Organic Search,788,43-47
Male,Organic Search,990,48-52
Male,SEM,2270,48-52
Female,FaceBook campaign,162,23-27
Female,SEM,1500,23-27
Female,FaceBook campaign,447,58-62
Female,FaceBook campaign,26,58-62
Female,FaceBook campaign,720,58-62
Female,SEM,724,53-57
Female,Organic Search,568,53-57
